10000000.0000000000000000,11.7517200000000000,-436.7134000000000000,10000000.0000000000000000,16.7540100000000000,-595.6246000000000000
10140000.0000000000000000,11.8914900000000000,-430.1553000000000000,10140000.0000000000000000,16.7935300000000000,-586.5862000000000000
10280000.0000000000000000,11.8439000000000000,-423.8316000000000000,10280000.0000000000000000,17.1120600000000000,-577.7484000000000000
10420000.0000000000000000,12.0377000000000000,-417.6348000000000000,10420000.0000000000000000,17.2546000000000000,-569.1780000000000000
10560000.0000000000000000,12.2563900000000000,-411.6077000000000000,10560000.0000000000000000,17.8367000000000000,-560.7548000000000000
10700000.0000000000000000,12.3743900000000000,-405.6827000000000000,10700000.0000000000000000,18.1328700000000000,-552.5276000000000000
10840000.0000000000000000,12.8313100000000000,-399.8163000000000000,10840000.0000000000000000,18.6563500000000000,-544.4257000000000000
10980000.0000000000000000,13.3747400000000000,-394.3410000000000000,10980000.0000000000000000,19.6583300000000000,-536.6956000000000000
11120000.0000000000000000,13.7251600000000000,-389.1973000000000000,11120000.0000000000000000,20.4201000000000000,-529.8567000000000000
11260000.0000000000000000,14.1248300000000000,-384.3592000000000000,11260000.0000000000000000,20.8925700000000000,-523.3949000000000000
11400000.0000000000000000,14.0700800000000000,-379.6683000000000000,11400000.0000000000000000,20.8882600000000000,-517.0320000000000000
11540000.0000000000000000,13.8768200000000000,-374.9086000000000000,11540000.0000000000000000,20.6985900000000000,-510.6930000000000000
11680000.0000000000000000,13.7581200000000000,-370.1688000000000000,11680000.0000000000000000,20.3288500000000000,-504.1381000000000000
11820000.0000000000000000,13.6329800000000000,-365.2910000000000000,11820000.0000000000000000,20.1284400000000000,-497.4062000000000000
11960000.0000000000000000,13.6266800000000000,-360.5179000000000000,11960000.0000000000000000,20.0580900000000000,-490.8376000000000000
12100000.0000000000000000,13.6151300000000000,-355.7133000000000000,12100000.0000000000000000,20.2383800000000000,-484.0015000000000000
12240000.0000000000000000,13.7920500000000000,-351.0533000000000000,12240000.0000000000000000,20.1741800000000000,-477.6210000000000000
12380000.0000000000000000,13.9707900000000000,-346.5520000000000000,12380000.0000000000000000,20.6302600000000000,-471.3272000000000000
12520000.0000000000000000,14.1585200000000000,-342.0606000000000000,12520000.0000000000000000,20.8112400000000000,-465.2010000000000000
12660000.0000000000000000,14.3347900000000000,-337.7535000000000000,12660000.0000000000000000,21.2134600000000000,-459.1588000000000000
12800000.0000000000000000,14.5506600000000000,-333.4949000000000000,12800000.0000000000000000,21.5764600000000000,-453.1010000000000000
12940000.0000000000000000,14.8739600000000000,-329.2769000000000000,12940000.0000000000000000,21.9654500000000000,-447.2679000000000000
13080000.0000000000000000,15.1133300000000000,-325.0943000000000000,13080000.0000000000000000,22.4697200000000000,-441.4388000000000000
13220000.0000000000000000,15.4881400000000000,-321.0698000000000000,13220000.0000000000000000,22.9022800000000000,-435.6638000000000000
13360000.0000000000000000,15.7948600000000000,-317.0687000000000000,13360000.0000000000000000,23.6074000000000000,-429.8354000000000000
13500000.0000000000000000,16.1154000000000000,-313.1027000000000000,13500000.0000000000000000,24.2863300000000000,-424.3848000000000000
13640000.0000000000000000,16.5888400000000000,-309.2554000000000000,13640000.0000000000000000,25.0923000000000000,-418.7514000000000000
13780000.0000000000000000,17.0051100000000000,-305.4357000000000000,13780000.0000000000000000,25.6508300000000000,-413.4517000000000000
13920000.0000000000000000,17.5118100000000000,-301.6824000000000000,13920000.0000000000000000,26.6027100000000000,-408.1441000000000000
14060000.0000000000000000,17.9693800000000000,-298.0193000000000000,14060000.0000000000000000,27.4447100000000000,-402.8132000000000000
14200000.0000000000000000,18.5587000000000000,-294.3089000000000000,14200000.0000000000000000,28.5228100000000000,-397.5685000000000000
14340000.0000000000000000,19.2504100000000000,-290.5861000000000000,14340000.0000000000000000,29.6309500000000000,-392.2186000000000000
14480000.0000000000000000,19.9629500000000000,-286.8856000000000000,14480000.0000000000000000,30.8180600000000000,-387.0782000000000000
14620000.0000000000000000,20.8954500000000000,-283.2690000000000000,14620000.0000000000000000,32.4994400000000000,-381.7316000000000000
14760000.0000000000000000,21.9766500000000000,-279.7421000000000000,14760000.0000000000000000,34.3993600000000000,-376.6658000000000000
14900000.0000000000000000,23.1943500000000000,-276.3405000000000000,14900000.0000000000000000,36.5282500000000000,-371.8184000000000000
15040000.0000000000000000,24.2906800000000000,-272.9667000000000000,15040000.0000000000000000,38.3545100000000000,-366.9108000000000000
15180000.0000000000000000,25.7441100000000000,-269.7963000000000000,15180000.0000000000000000,41.2747200000000000,-362.2032000000000000
15320000.0000000000000000,27.4279500000000000,-266.8749000000000000,15320000.0000000000000000,44.0813400000000000,-357.9122000000000000
15460000.0000000000000000,29.2275700000000000,-263.9032000000000000,15460000.0000000000000000,47.0920000000000000,-353.9423000000000000
15600000.0000000000000000,31.3364000000000000,-261.4664000000000000,15600000.0000000000000000,50.6345700000000000,-350.4792000000000000
15740000.0000000000000000,33.6289400000000000,-259.4575000000000000,15740000.0000000000000000,54.8228800000000000,-347.5476000000000000
15880000.0000000000000000,35.7377000000000000,-257.9818000000000000,15880000.0000000000000000,58.5682800000000000,-345.7382000000000000
16020000.0000000000000000,37.5413800000000000,-256.6971000000000000,16020000.0000000000000000,61.7139100000000000,-344.3112000000000000
16160000.0000000000000000,39.2491500000000000,-255.5485000000000000,16160000.0000000000000000,64.8303200000000000,-342.8576000000000000
16300000.0000000000000000,41.1030600000000000,-254.4682000000000000,16300000.0000000000000000,68.4343000000000000,-341.9720000000000000
